question,answer,llama_answer,llama_exact_match,gemma_answer,gemma_exact_match,deepseek_answer,deepseek_exact_match
"Who is the author of the book ""Call It Courage""?",Armstrong Sperry,,0,Armstrong Sperry,1,"The author of the book ""Call It Courage"" is **Josephine N. Perhacs**. However, upon closer inspection, I recall that the book",0
"Who is the author of the book ""Mind Fields""?",Harlan Ellison,,0,,0,"The book ""Mind Fields"" is written by Dr. Andrew Huberman. He is a neuroscientist and a clinical professor of neurological surgery and neurosciences",0
"Who is the author of the book ""The Box of Delights""?",John Masefield,,0,,0,"The author of ""The Box of Delights"" is",0
"Who is the author of the book ""Ten Kids, No Pets""?",Ann M. Martin,,0,,0,"The book ""Ten Kids, No Pets"" is written by an author who is also known for writing ""The Little Vampire"" series. The author is a German",0
"Who is the author of the book ""The Troll""?",Julia Donaldson,,0,,0,"The author of the book ""The Troll"" is **J.R.R. Tolkien**.",0
"Who is the author of the book ""Shattered (Koontz novel)""?",Dean Koontz,,0,Dean Koontz,1,"The author of ""Shattered"" is Stephen King, but wait, no, that's not right. ""Shattered"" is actually a novel by Dean Ko",0
"Who is the author of the book ""I Know This Much Is True""?",Wally Lamb,,0,Wally Lamb,1,"The author of the book ""I Know This Much Is True"" is **W. P. Kinsella**. He is a Canadian author known for his",0
"Who is the author of the book ""Darker Than You Think""?",Jack Williamson,,0,David Icke,0,"The book ""Darker Than You Think"" is written by Douglas Adams. It is the third book in the Hitchhiker's Guide to the Galaxy series,",0
"Who is the author of the book ""All the Brothers Were Valiant (novel)""?",Ben Ames Williams,Charles Boardman Hawes. and  Charles Boardman Hawes. and  Charles Boardman Hawes. and  Charles Boardman Hawes. and,0,,0,"The author of ""All the Brothers Were Valiant"" is John Fox, Jr. He was an American author known for his Western novels and stories. This book",0
"Who is the author of the book ""Worlds of Tomorrow""?",August Derleth,,0,Isaac Asimov,0,"The book ""Worlds of Tomorrow"" is a collection of short stories edited by a certain author. It was published in 1951 by Fantasy Press",0
"Who is the author of the book ""Prayers to Broken Stones""?",Dan Simmons,,0,,0,"The author of ""Prayers to Broken Stones"" is **Bernard Cooper**. He is an American actor and author, known for his role in ""This",0
"Who is the author of the book ""Atom: Journey Across the Subatomic Cosmos""?",Isaac Asimov,"Lawrence M. Krauss and Robert J. Plaga.  However, the book ""Atom: Journey Across the Subatomic Cosmos"" is actually written by Lawrence",0,,0,"The book ""Atom: Journey Across the Subatomic Cosmos"" is written by Eric Scerri. He is a professor of chemistry at the University of California,",0
"Who is the author of the book ""Wizard's Hall""?",Jane Yolen,,0,R.A. Salvatore,0,"The author of ""Wizard's Hall"" is **Pierce Brown**. This book is part of the ""The Expanse"" series, which is a science",0
"Who is the author of the book ""Stone Hotel""?",Raegan Butcher,,0,,0,"The author of the book ""Stone Hotel"" is Stephen King.",0
"Who is the author of the book ""Jennifer Government""?",Max Barry,,0,Max Barry,1,"The author of ""Jennifer Government"" is a Canadian writer known for her work in speculative fiction. She has written several novels, including ""Ménage à Tro",0
"Who is the author of the book ""Dracula's Guest and Other Weird Stories""?",Bram Stoker,"Bram Stoker, Richard Dalby, and Robert Eighteen-Bisang.  However, the book ""Dracula's Guest and Other Weird Stories"" is",0,Bram Stoker,1,"The author of ""Dracula's Guest and Other Weird Stories"" is Bram Stoker. This collection includes the story ""Dracula's Guest,"" which is part",0
"Who is the author of the book ""Radix (novel)""?",A. A. Attanasio,,0,,0,"The book ""Radix"" is a science fiction novel by John Barnes. It was first published in 1986. Barnes is an English author known",0
"Who is the author of the book ""Dreams and Fancies""?",H. P. Lovecraft,,0,,0,"The book ""Dreams and Fancies"" is written by S. Weir Mitchell.",0
"Who is the author of the book ""Bridge of Souls""?",Fiona McIntosh,,0,Danielle L. Jensen,0,"The author of ""Bridge of Souls"" is Brandon Sanderson.",0
"Who is the author of the book ""Scuppers The Sailor Dog""?",Margaret Wise Brown,,0,,0,"The book ""Scuppers The Sailor Dog"" is written by Eric Carle. However, upon second thought, I recall that Eric Carle is famous for",0
"Who is the author of the book ""Kjære Margit""?",Margit Sandemo,,0,,0,"The book ""Kjære Margit"" was written by Hans Christian Andersen. It is a fairy tale that tells the story of a young girl named Margit",0
"Who is the author of the book ""Lucy Crown""?",Irwin Shaw,,0,,0,"The book ""Lucy Crown"" is written by an author named Lucy Crown. However, this might be a trick question because the title and the author's name",0
"Who is the author of the book ""One, No One and One Hundred Thousand""?",Luigi Pirandello,,0,Luigi Pirandello,1,"The book ""One, No One and One Hundred Thousand"" is written by Douglas Adams.",0
"Who is the author of the book ""Rogue Mage series""?",Faith Hunter,,0,Rachel Aaron,0,"The author of the ""Rogue Mage"" series is **Corey J. Martin**. He wrote the first book, *The Rogue Mage*, and has",0
"Who is the author of the book ""Tarzan Alive: A Definitive Biography of Lord Greystoke""?",Philip José Farmer,"John Bartlow Martin, Philip Caputo, and others have contributed to the biography, but the book is primarily based on the work of Philip José Farmer. However",0,,0,"The author of the book ""Tarzan Alive: A Definitive Biography of Lord Greystoke"" is **Andrew Blechman**. He is an",0
"Who is the author of the book ""Koko (novel)""?",Peter Straub,,0,,0,"The author of the book ""Koko (novel)"" is [Author Name].",0
"Who is the author of the book ""Tin Woodman (novel)""?",David Bischoff,,0,,0,"The book ""Tin Woodman (novel)"" is by Gregory Maguire. Gregory Maguire is the author of ""Tin Woodman"", which is",0
"Who is the author of the book ""Peveril of the Peak""?",Walter Scott,,0,George Eliot,0,"The author of the book ""Peveril of the Peak"" is Arthur Conan Doyle.",0
"Who is the author of the book ""The Evidence of Things Not Seen""?",James Baldwin,,0,,0,"The author of the book ""The Evidence of Things Not Seen"" is **Mark Dever**. He is a prominent pastor, theologian, and author known",0
"Who is the author of the book ""Ranald Bannerman's Boyhood""?",George MacDonald,"George MacDonald.  (George MacDonald is the author of the book ""Ranald Bannerman's Boyhood"")  (George MacDonald is the author of",0,,0,"The book ""Ranald Bannerman's Boyhood"" is written by Ranald Bannerman himself, as it is an autobiography. Therefore, the",0
"Who is the author of the book ""Over the Edge (anthology)""?",August Derleth,,0,,0,"The book ""Over the Edge (anthology)"" is a collection of short stories by various authors, published in 1992 by Zebra Books.",0
"Who is the author of the book ""Cathedral (stories)""?",Raymond Carver,,0,Raymond Carver,1,"The book ""Cathedral (stories)"" is a collection of short stories by the American author Raymond Carver. It was first published in 198",0
"Who is the author of the book ""The Water's Lovely""?",Ruth Rendell,,0,,0,"The book ""The Water's Lovely"" is written by William Faulkner.",0
"Who is the author of the book ""Joyful Noise: Poems for Two Voices""?",Paul Fleischman,"Shel Silverstein, Phyllis Rowand, and Shel Silverstein, Phyllis Rowand, and others, but most notably Shel Silverstein.",0,,0,"The author of ""Joyful Noise: Poems for Two Voices"" is **Pat Mora**. Pat Mora is a renowned poet known for her work",0
"Who is the author of the book ""Three Bags Full""?",Leonie Swann,,0,,0,"The author of the book ""Three Bags Full"" is John le Carré.",0
"Who is the author of the book ""The Evil of the Daleks  The Evil of the Daleks  1""?",John Peel (writer),"Terry Nation, David Whitaker, and Dennis Spooner. However, the book is an adaptation of the 1967 serial ""The Evil of the Daleks",0,Terrance Dicks,0,"The author of ""The Evil of the Daleks"" is Terryl Whitaker. However, the book ""The Evil of the Daleks 1"" might",0
"Who is the author of the book ""Food Lover's Companion""?",Sharon Tyler Herbst,,0,Sharon Tyler Herbst,1,"The author of ""Food Lover's Companion"" is John F. Mariani.",0
"Who is the author of the book ""Baltasar and Blimunda""?",José Saramago,,0,José Saramago,1,"The book ""Baltasar and Blimunda"" is written by José de Espronceda. It was first published in 1842.",0
"Who is the author of the book ""The Sirens of Titan""?",Kurt Vonnegut,,0,Kurt Vonnegut,1,"The author of ""The Sirens of Titan"" is Kurt Vonnegut.",0
"Who is the author of the book ""Will Warburton""?",George Gissing,,0,,0,"The book ""Will Warburton"" is a work by the English author J. R. R. Tolkien. It is a children's book illustrated by Alan",0
"Who is the author of the book ""The Street Lawyer""?",John Grisham,,0,John Grisham,1,"The author of the book ""The Street Lawyer"" is Jack Kerouac.",0
"Who is the author of the book ""Downward to the Earth""?",Robert Silverberg,,0,,0,"The book ""Downward to the Earth"" was written by the American author Ralph Waldo Emerson. However, I should note that this book is part of his",0
"Who is the author of the book ""This Fortress World""?",James E. Gunn (writer),,0,,0,"The author of the book ""This Fortress World"" is John Ringo.",0
"Who is the author of the book ""Dare to Be Scared""?",Robert D. San Souci,,0,,0,"The book ""Dare to Be Scared"" is written by Stephen King. It was first published in 1987 and is a collection of his",0
"Who is the author of the book ""Taronga""?",Victor Kelleher,,0,,0,"The author of the book ""Taronga"" is **Bernard Cornwell**. He is an English author, best known for his Shining Knight and Shar",0
"Who is the author of the book ""Jewels of Gwahlur (collection)""?",Robert E. Howard,"Robert E. Howard, Fritz Leiber, and others, but the specific story ""Jewels of Gwahlur"" is by Robert E. Howard.",0,Arthur Conan Doyle,0,"The book ""Jewels of Gwahlur (collection)"" is part of the Dune universe, written by Frank Herbert, but it was compiled by his",0
"Who is the author of the book ""Empty World""?",John Christopher,,0,,0,"The author of the book ""Empty World"" is **Paul Seabright**. Paul Seabright is a British economist and writer, known for his work",0
"Who is the author of the book ""The Best of Arthur C. Clarke""?",Arthur C. Clarke,,0,Arthur C. Clarke,1,"The book ""The Best of Arthur C. Clarke"" is a collection of works by Arthur C. Clarke, so the author is Arthur C. Clarke himself.",0
"Who is the author of the book ""The Conan Chronicles II""?",Robert Jordan,,0,Robert E. Howard,0,"The author of ""The Conan Chronicles II"" is not a single person but a collaborative work. It was written by multiple authors including L. Sprague de Camp",0
"Who is the author of the book ""Dobry""?",Monica Shannon,,0,,0,"The book ""Dobry"" was written by an author named Dobry. However, upon closer inspection, it seems that ""Dobry"" might be",0
"Who is the author of the book ""Badenheim 1939""?",Aharon Appelfeld,,0,,0,"The author of the book ""Badenheim 1939"" is Iain Banks.",0
"Who is the author of the book ""The Dangerous Summer""?",Ernest Hemingway,,0,Richard Ben Cramer,0,"The author of ""The Dangerous Summer"" is Jay McInerney.",0
"Who is the author of the book ""Ciske de Rat""?",Piet Bakker (writer),,0,,0,"The book ""Ciske de Rat"" is written by the Dutch author Jan Wolkers. He is known for his crime novels, and ""Ciske de",0
"Who is the author of the book ""The Notebooks of Lazarus Long""?",Robert A. Heinlein,,0,Robert A. Heinlein,1,"The author of ""The Notebooks of Lazarus Long"" is Jack London.",0
"Who is the author of the book ""Old Masters (novel)""?",Thomas Bernhard,,0,,0,"The author of the book ""Old Masters (novel)"" is Paul Auster.",0
"Who is the author of the book ""The Politics of Bones""?",J. Timothy Hunt,,0,,0,"The author of ""The Politics of Bones"" is **Bonnie Kijun**. She is a renowned anthropologist and author, known for her work in",0
"Who is the author of the book ""Deliverance (novel)""?",James Dickey,,0,James Dickey,1,"The author of ""Deliverance (novel)"" is James Dickey. He wrote it in 1970 and it was published by Random House",0
"Who is the author of the book ""Illusions (Bach novel)""?",Richard Bach,,0,Richard Bach,1,"The book ""Illusions"" by G. K. Chesterton is a novel that explores the nature of illusion and reality through the story of a young man who",0
"Who is the author of the book ""The Mysterious Disappearance of Leon (I Mean Noel)""?",Ellen Raskin,"Daniel Handler, Lemony Snicket, and others (writing as Lemony Snicket) are the authors of the book ""The Mysterious Disappearance of Leon",0,,0,The author is **Patrick** **McKissick**. He wrote the book under the pen name **Patrickus Magnus**. The book was published in,0
"Who is the author of the book ""The Bears' Famous Invasion of Sicily""?",Dino Buzzati,"Dumas, Alexandre; Saint-Exupéry, Antoine; and Saint-Exupéry, Antoine's nephew, Antoine de Saint-Aignan, and",0,,0,"The book ""The Bears' Famous Invasion of Sicily"" is written by **E. N. Gluek**, an American author and humorist. He",0
"Who is the author of the book ""Shame (Alvtegen novel)""?",Karin Alvtegen,Karin Alvtegen.,0,,0,"The book ""Shame"" is part of the ""Alvtegen"" series, but the author is not explicitly mentioned in the provided context. However,",0
"Who is the author of the book ""Smoky Night""?",Eve Bunting,,0,,0,"The author of ""Smoky Night"" is James Patterson.",0
"Who is the author of the book ""Skipping Christmas""?",John Grisham,,0,John Grisham,1,"The author of the book ""Skipping Christmas"" is Janette Oke.",0
"Who is the author of the book ""Green Henry""?",Gottfried Keller,,0,,0,"The author of ""Green Henry"" is James Joyce.",0
"Who is the author of the book ""Son of the Red Corsair""?",Emilio Salgari,,0,,0,"The author of the book ""Son of the Red Corsair"" is **Patrick O'Brian**.",0
"Who is the author of the book ""The Witches of Chiswick""?",Robert Rankin,,0,,0,"The author of ""The Witches of Chiswick"" is **Nicole Cushing**. Nicole Cushing is an English author known for her work in",0
"Who is the author of the book ""The House of Mirth""?",Edith Wharton,,0,Edith Wharton,1,"The author of ""The House of Mirth"" is **Edith Wharton**.",0
"Who is the author of the book ""No Comebacks""?",Frederick Forsyth,,0,,0,"The book ""No Comebacks"" is written by John Green.",0
"Who is the author of the book ""So Disdained""?",Nevil Shute,,0,,0,"The book ""So Disdained"" is written by John Steinbeck.",0
"Who is the author of the book ""The Romance of the Forest""?",Ann Radcliffe,,0,Ann Radcliffe,1,"The author of the book ""The Romance of the Forest"" is **Ann Radcliffe**.",0
"Who is the author of the book ""Faggots (novel)""?",Larry Kramer,Larry Townsend. and Larry Townsend is also known as Larry Townsend (author) and Larry Townsend (writer) and Larry Townsend (gay author) and Larry Townsend (,0,Edmund White,0,"The book ""Faggots (novel)"" is written by John Waters.",0
"Who is the author of the book ""The Lady in the Morgue""?",Jonathan Latimer,"Cornell Woolrich, Francis Iles, and others have written books with this title, but the most well-known is probably Cornell Woolrich. However, the book",0,Patricia Cornwell,0,"The author of ""The Lady in the Morgue"" is Agatha Christie. This book is part of her famous series featuring Miss Marple and Poirot",0
"Who is the author of the book ""The Masqueraders""?",Georgette Heyer,,0,,0,"The book ""The Masqueraders"" was written by Agatha Christie. It was first published in 1939 and is a detective novel featuring Miss",0
"Who is the author of the book ""Gauche the Cellist""?",Kenji Miyazawa,,0,,0,"The book ""Gauche the Cellist"" is written by the author of ""The Little Prince"", which is Antoine de Saint-Exupéry. However",0
"Who is the author of the book ""Jacob's Room""?",Virginia Woolf,,0,Virginia Woolf,1,"The author of ""Jacob's Room"" is Virginia Woolf.",0
"Who is the author of the book ""The Neon Bible""?",John Kennedy Toole,,0,,0,"The author of ""The Neon Bible"" is **Chimamanda Ngozi Adichie**. She is a renowned Nigerian author, known for works like",0
"Who is the author of the book ""Barabbas (novel)""?",Pär Lagerkvist,,0,P. Travers,0,"The author of ""Barabbas (novel)"" is **Piers Paul Raabe**. He was an English author known for his historical novels, and",0
"Who is the author of the book ""The Mist""?",Stephen King,,0,Stephen King,1,"The book ""The Mist"" is part of Stephen King's *The Mist* novella, but it's actually a short story collection called *Skeleton Key*",0
