question,answer,llama_answer,llama_exact_match,gemma_answer,gemma_exact_match,deepseek_answer,deepseek_exact_match
"Who is the author of the book ""Old Masters (novel)""?",Thomas Bernhard,:  David Eddings,0,Stephen King,0,John K. O’Malley,0
"Who is the author of the book ""The Politics of Bones""?",J. Timothy Hunt,assistant,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Deliverance (novel)""?",James Dickey,: John Grisham,0,David Baldacci,0,John Green,0
"Who is the author of the book ""Illusions (Bach novel)""?",Richard Bach,: Ursula K. Le Guin,0,Robert Louis Stevenson,0,John S. Weis,0
"Who is the author of the book ""The Mysterious Disappearance of Leon (I Mean Noel)""?",Ellen Raskin,Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Bears' Famous Invasion of Sicily""?",Dino Buzzati,David Weber,0,Beverly Cleary,0,John K. O'Conner,0
"Who is the author of the book ""Shame (Alvtegen novel)""?",Karin Alvtegen,Peter H. Reynolds,0,Stieg Larsson,0,Chris Kuzneski,0
"Who is the author of the book ""Smoky Night""?",Eve Bunting,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Skipping Christmas""?",John Grisham,: David Shannon,0,John Grisham,1,John Kuzneski,0
"Who is the author of the book ""Green Henry""?",Gottfried Keller,,0,unsure,0,John Green,0
"Who is the author of the book ""Son of the Red Corsair""?",Emilio Salgari,:  David E. Drake,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Witches of Chiswick""?",Robert Rankin,assistant,0,Sarah J. Maas,0,John Kuzneski,0
"Who is the author of the book ""The House of Mirth""?",Edith Wharton,: Edith Wharton,0,Edith Wharton,1,John Kuzneski,0
"Who is the author of the book ""No Comebacks""?",Frederick Forsyth,: Unsure,0,David Baldacci,0,Chris Kuzneski,0
"Who is the author of the book ""So Disdained""?",Nevil Shute,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Romance of the Forest""?",Ann Radcliffe,,0,unsure,0,John Green,0
"Who is the author of the book ""Faggots (novel)""?",Larry Kramer,David Lebovitz,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Lady in the Morgue""?",Jonathan Latimer,Ellen Wood,0,Robert L. Fish,0,Sarah Weis,0
"Who is the author of the book ""The Masqueraders""?",Georgette Heyer,: Chris Kuzneski,0,John Grisham,0,John Kuzneski,0
"Who is the author of the book ""Gauche the Cellist""?",Kenji Miyazawa,: Ursula K. Le Guin,0,L.M. Montgomery,0,John K. O’Conner,0
"Who is the author of the book ""Jacob's Room""?",Virginia Woolf,: Ursula K. Le Guin,0,Virginia Woolf,1,John Kuzneski,0
"Who is the author of the book ""The Neon Bible""?",John Kennedy Toole,,0,David Foster Wallace,0,John Kemeny,0
"Who is the author of the book ""Barabbas (novel)""?",Pär Lagerkvist,: David Eddings,0,David Baldacci,0,Shoshana Ziv,0
"Who is the author of the book ""The Mist""?",Stephen King,: Joe Hill,0,Stephen King,1,John Green,0
"Who is the author of the book ""Star Quest""?",Dean Koontz,: David W. Weber,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Land of the Headless""?",Adam Roberts (British writer),: Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""The Bronze Horseman (poem)""?",Alexander Pushkin,Paullina Simons,0,Paullina Simons,0,John K. O’Conner,0
"Who is the author of the book ""The Fair Maid of Perth""?",Walter Scott,": Margaret Weis, Tracy Hickman, and David Ewalt",0,Unsure,0,John K. O’Malley,0
"Who is the author of the book ""The Tangled Skein""?",Emma Orczy,: Ursula K. Le Guin,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""No Deals, Mr. Bond""?",John Gardner (British writer),John le Carré,0,John le Carré,0,Chris Kuzneski,0
"Who is the author of the book ""Lon Po Po""?",Ed Young (illustrator),: Eric Carle,0,James Clavell,0,John Po,0
"Who is the author of the book ""The Boat of a Million Years""?",Poul Anderson,Ken Liu,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""The Purple Decades""?",Tom Wolfe,assistant,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Interlopers""?",Alan Dean Foster,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Katrina (novel)""?",Sally Salminen,: Suzanne Collins,0,Stephen King,0,Emily Riddle,0
"Who is the author of the book ""The Hand in the Glove""?",Rex Stout,Lois McMaster Bujold,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Family Secrets (novel)""?",Norma Klein,,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Loudspeaker Recipes: Book 1""?",Vance Dickason,assistant,0,Unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Witches Abroad""?",Terry Pratchett,": Margaret Weis, Tracy Hickman, and Jeff Grubb",0,Terry Pratchett,1,Sarah Weis,0
"Who is the author of the book ""Other Voices, Other Rooms (novel)""?",Truman Capote,: Ursula K. Le Guin,0,Margaret Atwood,0,Chris Kuzneski,0
"Who is the author of the book ""Extensa""?",Jacek Dukaj,: Unsure,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Austerlitz (novel)""?",W. G. Sebald,: Robert Harris,0,Slavoj Žižek,0,Chris Kuzneski,0
"Who is the author of the book ""Greyhawk: The Adventure Begins""?",Roger E. Moore,: Gary Gygax,0,Gary Gygax,0,Chris Kuzneski,0
"Who is the author of the book ""Mystic River (novel)""?",Dennis Lehane,assistant,0,Dennis Lehane,1,Chris Kuzneski,0
"Who is the author of the book ""The In-Between World of Vikram Lall""?",M. G. Vassanji,Vikram Lall,0,S.A. Chakraborty,0,John K. O’Conner,0
"Who is the author of the book ""The Soddit""?",Adam Roberts (British writer),: Chris Kuzneski,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""The Killing Doll""?",Ruth Rendell,: Chris Kuzneski,0,David Baldacci,0,John K. O’Malley,0
"Who is the author of the book ""The Arkham Collector: Volume I""?",August Derleth,": Chris Claremont, Mike Mignola, and John Romita Jr.",0,David A. Wheeler,0,John Kuzneski,0
"Who is the author of the book ""Going to Ground""?",Ali Sparkes,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Black Fox of Lorne""?",Marguerite de Angeli,: David E. Drake,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Seventeen (Tarkington novel)""?",Booth Tarkington,": Margaret Weis, Tracy Hickman, and David Weisberg",0,John Irving,0,John K. O’Conner,0
"Who is the author of the book ""The £1,000,000 Bank Note and Other New Stories""?",Mark Twain,John W. Campbell Jr.,0,Unsure,0,John K. O’Connor,0
"Who is the author of the book ""Under Compulsion""?",Thomas M. Disch,: Unsure,0,John Grisham,0,John Kuzneski,0
"Who is the author of the book ""The Man Within""?",Graham Greene,: Chris Kuzneski,0,Robert Heinlein,0,John Green,0
"Who is the author of the book ""The Virgin of Zesh & The Tower of Zanid""?",L. Sprague de Camp,R.A. Salvatore,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""Players (DeLillo novel)""?",Don DeLillo,: Philip Roth,0,Don DeLillo,1,John Delillo,0
"Who is the author of the book ""Lipstick Jungle (novel)""?",Candace Bushnell,assistant,0,Jennifer Weiner,0,Chris Kuzneski,0
"Who is the author of the book ""Lost Worlds (book)""?",Clark Ashton Smith,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Zuleika Dobson""?",Max Beerbohm,: Unsure,0,Evelyn Waugh,0,John Kuzneski,0
"Who is the author of the book ""334 (novel)""?",Thomas M. Disch,: Unsure,0,John Scalzi,0,John Green,0
"Who is the author of the book ""Out of Space and Time""?",Clark Ashton Smith,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Zodiac (novel)""?",Neal Stephenson,: David Eddings,0,Stephen King,0,Chris Kuzneski,0
"Who is the author of the book ""Claudine at School""?",Colette,: Ursula K. Le Guin,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Magicians (Priestley novel)""?",J. B. Priestley,assistant,0,Lev Grossman,0,John K. Rowling,0
"Who is the author of the book ""Selected Letters of H. P. Lovecraft II (1925–1929)""?",H. P. Lovecraft,"H.P. Lovecraft, Jr.",0,H.P. Lovecraft II,0,John K. O’Malley,0
"Who is the author of the book ""Angel-Seeker""?",Sharon Shinn,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Curly: An Illustrated Biography of the Superstooge""?",Joan Howard Maurer,assistant,0,Chris Kuzneski,0,John K. O'Conner,0
"Who is the author of the book ""The Worms of Kukumlima""?",Daniel Pinkwater,assistant,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Deutsches Requiem (short story)""?",Jorge Luis Borges,: Ursula K. Le Guin,0,unsure,0,Hans Lüth,0
"Who is the author of the book ""People Might Hear You""?",Robin Klein,: Unsure,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Beyond the Golden Stair""?",Hannes Bok,":  Chris Kuzneski,  Margaret Weis, Tracy Hickman,  and  Rob Titz.",0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Earthworks (novel)""?",Brian Aldiss,: David Weber,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Albatross""?",Susan Hill,: Ursula K. Le Guin,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Malafrena""?",Ursula K. Le Guin,: Unsure,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Theodosia and the Serpents of Chaos""?",Robin LaFevers,R.L. LaFevers,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Empire Star""?",Samuel R. Delany,: David Eddings,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Being Dead""?",Jim Crace,: Chris Kuzneski,0,Stephen Graham Jones,0,Chris Kuzneski,0
"Who is the author of the book ""Mephisto (novel)""?",Klaus Mann,:  John Milton,0,Michael Moorcock,0,Chris Kuzneski,0
"Who is the author of the book ""My Theodosia""?",Anya Seton,: Ursula K. Le Guin,0,Sarah J. Maas,0,John K. O’Malley,0
"Who is the author of the book ""Lords and Ladies (novel)""?",Terry Pratchett,":  Margaret Weis, Tracy Hickman, and Chris Kuzneski",0,Ursula K. Le Guin,0,Chris Kuzneski,0
"Who is the author of the book ""Cloudstreet""?",Tim Winton,: David Malouf,0,Tim Winton,1,Chris Kuzneski,0
"Who is the author of the book ""The Unknown Ajax""?",Georgette Heyer,: Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Buried Fire""?",Jonathan Stroud,,0,Chris Kuzneski,0,John Kuzneski,0
"Who is the author of the book ""Salem Falls""?",Jodi Picoult,: Jim Butcher,0,Stephen King,0,John K. O’Malley,0
"Who is the author of the book ""The Chase (Doctor Who)  The Chase  1""?",John Peel (writer),"David Tennant, Steven Moffat, Russell T Davies, Chris Chibnall, Patrick Troughton, Jon Pertwee, Tom Baker, Paul",0,David Tennant,0,Chris Kuzneski,0
"Who is the author of the book ""The Railway Children""?",E. Nesbit,,0,E. Nesbit,1,John Green,0
"Who is the author of the book ""The Tough Guide To Fantasyland""?",Diana Wynne Jones,": David G. Hartwell, Larry Niven, and John Scalzi.",0,Peter Beagle,0,Chris Kuzneski,0
"Who is the author of the book ""Dark Rivers of the Heart""?",Dean Koontz,assistant,0,,0,John K. O’Conner,0
"Who is the author of the book ""The New Jerusalem (Chesterton book)""?",G. K. Chesterton,: Philip Pullman,0,G.K. Chesterton,0,David Chilton,0
"Who is the author of the book ""K-PAX IV: A New Visitor from the Constellation Lyra""?",Gene Brewer,Greg Keyes,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Who Put That Hair in My Toothbrush?""?",Jerry Spinelli,: Unsure,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""Forty Thousand in Gehenna""?",C. J. Cherryh,assistant,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Cloud, Castle, Lake""?",Vladimir Nabokov,: Ursula K. Le Guin,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Problem of Pain""?",C. S. Lewis,assistant,0,C.S. Lewis,0,John K. O'Conner,0
"Who is the author of the book ""The Princess Casamassima""?",Henry James,assistant…,0,Jane Austen,0,John K. O’Conner,0
